Species,ProteinGroup,log2_diff,log2_mean,max_cv,min_n,max_qval,p_value,p_adj
HUMAN,P50914,-0.095832825,12.183424,13.940934,3,0.000142572,0.5452361,0.99997884
HUMAN,P50990,-0.028564453,13.243065,9.355631,3,0.000142572,0.77230024,0.99997884
HUMAN,P50991,-0.0037326813,13.061458,5.916172,3,0.000142572,0.9552165,0.99997884
HUMAN,P50995,-0.008224487,11.162663,8.183747,3,0.000142572,0.9288117,0.99997884
HUMAN,P51003,-0.028449059,11.861635,9.652723,3,0.000142572,0.7669393,0.99997884
HUMAN,P51114,-0.03792858,10.681503,7.631245,3,0.000142572,0.63946533,0.99997884
HUMAN,P51116,-0.11160469,9.9181,10.759253,3,0.000142572,0.35183966,0.929236
HUMAN,P51148,-0.10455704,9.171161,15.944617,3,0.000142572,0.47412467,0.99997884
HUMAN,P51149,-0.06621933,11.466602,7.9468746,3,0.000142572,0.46054006,0.99997884
HUMAN,P51151,0.027535915,7.456975,22.301956,3,0.000142572,0.89348316,0.99997884
HUMAN,P51153,-0.558774,6.0107536,22.751131,3,0.000142572,0.017697597,0.074137345
HUMAN,P51159,-0.0724659,10.29084,8.099367,3,0.000142572,0.3911239,0.98244244
HUMAN,P51178,0.054200172,9.496825,15.324678,3,0.000142572,0.70988,0.99997884
HUMAN,P51398,-0.029784203,10.12625,14.754042,3,0.000142572,0.84777045,0.99997884
HUMAN,P51452,0.0364666,8.234947,15.816073,3,0.000142572,0.7943008,0.99997884
HUMAN,P51530,-0.1306653,7.7818074,11.624173,3,0.000142572,0.27351734,0.79856586
HUMAN,P51531,0.23713207,9.24266,17.162592,3,0.000142572,0.2570645,0.7686977
HUMAN,P51532,-0.022008896,11.801976,10.0784235,3,0.000142572,0.84463644,0.99997884
HUMAN,P51553,-0.01910305,8.948908,17.314718,3,0.000142572,0.92281693,0.99997884
HUMAN,P51570,0.033641815,9.651711,4.4240546,3,0.000142572,0.4838463,0.99997884
HUMAN,P51571,0.1043129,9.019187,6.41804,3,0.000142572,0.10648405,0.3800987
HUMAN,P51572,-0.046548843,11.188403,12.457729,3,0.000142572,0.7347392,0.99997884
HUMAN,P51580,0.04462433,10.349456,13.461486,3,0.000142572,0.7314218,0.99997884
HUMAN,P51606,0.15372372,6.0904984,19.63495,3,0.00026277755,0.4664504,0.99997884
HUMAN,P51608,-0.2088871,8.066118,29.71696,3,0.000142572,0.50857705,0.99997884
HUMAN,P51610,-0.021291733,12.844774,8.059001,3,0.000142572,0.79084826,0.99997884
HUMAN,P51617,-0.014550209,9.245277,6.6594877,3,0.000142572,0.85017246,0.99997884
HUMAN,P51649,0.06375027,8.9738455,15.580287,3,0.000142572,0.6687216,0.99997884
HUMAN,P51659,-0.030097961,14.006895,7.261497,3,0.000142572,0.6962898,0.99997884
HUMAN,P51665,0.028054237,10.720954,11.130909,3,0.000142572,0.82535446,0.99997884
HUMAN,P51692,0.13640022,9.105837,17.854126,3,0.000142572,0.45194876,0.99997884
HUMAN,P51784,-0.005824089,10.069742,11.327774,3,0.000142572,0.961228,0.99997884
HUMAN,P51790,0.20931911,7.924294,20.273022,3,0.000142572,0.34016597,0.9106761
HUMAN,P51798,0.25129318,9.272974,15.423352,3,0.000142572,0.18786542,0.60715497
HUMAN,P51809,-0.059176445,11.420191,5.7062225,3,0.000142572,0.37610468,0.96533537
HUMAN,P51812,0.003446579,9.691243,13.724661,3,0.000142572,0.9815651,0.99997884
HUMAN,P51858,-0.012556076,11.915464,6.1492467,3,0.000142572,0.8555121,0.99997884
HUMAN,P51946,0.04564476,8.798896,18.082249,3,0.000142572,0.82365066,0.99997884
HUMAN,P51948,0.13631248,9.363132,11.36736,3,0.000142572,0.25568095,0.76612645
HUMAN,P51970,-0.040759087,9.529189,15.529995,3,0.000142572,0.8124227,0.99997884
HUMAN,P51991,-0.02713108,13.29933,6.629257,3,0.000142572,0.68802124,0.99997884
HUMAN,P52209,-0.05962944,12.890258,7.548006,3,0.000142572,0.46633667,0.99997884
HUMAN,P52272,-0.03438282,13.434846,6.043327,3,0.000142572,0.60101426,0.99997884
HUMAN,P52292,0.007826805,12.0723505,7.8411574,3,0.000142572,0.9292302,0.99997884
HUMAN,P52294,-0.035505295,10.05299,10.451044,3,0.000142572,0.7562092,0.99997884
HUMAN,P52298,-0.11934471,8.267281,5.932953,3,0.000142572,0.12680455,0.43789205
HUMAN,P52306,-0.0058145523,10.306552,6.307907,3,0.000142572,0.9112303,0.99997884
HUMAN,P52434,-0.054210663,10.070956,8.908029,3,0.000142572,0.5484385,0.99997884
HUMAN,P52565,0.016245842,11.892299,6.9379935,3,0.000142572,0.81631666,0.99997884
HUMAN,P52566,-0.11274147,10.072723,10.217987,3,0.000142572,0.31280252,0.8668409
HUMAN,P52594,-0.042175293,10.966679,12.73326,3,0.000142572,0.76776206,0.99997884
HUMAN,P52597,-0.02529335,12.824441,7.565303,3,0.000142572,0.74561816,0.99997884
HUMAN,P52630,-0.11462784,9.681112,13.949306,3,0.000142572,0.35890508,0.94209015
HUMAN,P52655,-0.029241562,8.607491,26.113255,3,0.000142572,0.89568967,0.99997884
HUMAN,P52701,-0.079665184,12.373682,9.301689,3,0.000142572,0.4316843,0.99997884
HUMAN,P52732,-0.049056053,10.284834,10.386633,3,0.000142572,0.65943503,0.99997884
HUMAN,P52739,0.009814739,7.858326,23.326504,3,0.000142572,0.962016,0.99997884
HUMAN,P52747,-0.12590218,7.826776,26.398325,3,0.000142572,0.6509163,0.99997884
HUMAN,P52756,-0.035061836,9.6928425,6.8448977,3,0.000142572,0.586941,0.99997884
HUMAN,P52758,-0.2740507,10.545123,11.723968,3,0.000142572,0.05890585,0.22228882
HUMAN,P52788,0.010839462,10.633418,11.16745,3,0.000142572,0.93184483,0.99997884
HUMAN,P52789,-0.0072336197,11.574768,7.605945,3,0.000142572,0.9221857,0.99997884
HUMAN,P52815,0.00566864,11.83088,6.9444356,3,0.000142572,0.9432526,0.99997884
HUMAN,P52888,-0.012745857,9.703384,6.311131,3,0.000142572,0.8519342,0.99997884
HUMAN,P52907,0.00052928925,12.57342,8.692763,3,0.000142572,0.995118,0.99997884
HUMAN,P52948,-0.0060739517,10.763039,10.799172,3,0.000142572,0.95638484,0.99997884
HUMAN,P53004,-0.06124115,10.563326,11.359915,3,0.000142572,0.62564915,0.99997884
HUMAN,P53007,-0.013558388,13.432035,8.766086,3,0.000142572,0.86519736,0.99997884
HUMAN,P53041,-0.055808067,10.655077,6.5080976,3,0.000142572,0.47155303,0.99997884
HUMAN,P53350,-0.045163155,10.435457,15.15247,3,0.000142572,0.75399745,0.99997884
HUMAN,P53365,0.030528069,8.655241,19.98255,3,0.000142572,0.86632967,0.99997884
HUMAN,P53367,-0.030673027,9.484018,16.422806,3,0.000142572,0.86279976,0.99997884
HUMAN,P53384,0.091659546,9.008308,10.055378,3,0.000142572,0.42089632,0.99997884
HUMAN,P53396,-0.016114235,11.398561,8.105792,3,0.000142572,0.8601205,0.99997884
HUMAN,P53582,-0.0040750504,10.4109335,13.400231,3,0.000142572,0.977064,0.99997884
HUMAN,P53597,-0.054011345,9.379709,15.376762,3,0.000142572,0.69985145,0.99997884
HUMAN,P53602,-0.12808132,9.938334,11.118697,3,0.000142572,0.2728097,0.7980702
HUMAN,P53611,0.087771416,9.717661,11.631227,3,0.000142572,0.45117342,0.99997884
HUMAN,P53618,-0.03266716,11.55126,9.726026,3,0.000142572,0.77006423,0.99997884
HUMAN,P53621,-0.024355888,10.709087,9.968093,3,0.000142572,0.8039488,0.99997884
HUMAN,P53634,0.09132862,10.6624565,11.517204,3,0.000142572,0.4772785,0.99997884
HUMAN,P53680,-0.04098034,9.855681,20.071466,3,0.000142572,0.85152215,0.99997884
HUMAN,P53701,0.015741348,9.023458,7.113864,3,0.000142572,0.83994716,0.99997884
HUMAN,P53814,0.024774551,6.2159615,11.935627,3,0.00084612594,0.8480961,0.99997884
HUMAN,P53985,0.05080223,9.748828,3.819567,3,0.000142572,0.25789064,0.76974463
HUMAN,P53990,-0.18440342,9.813391,13.846461,3,0.000142572,0.24618182,0.74685925
HUMAN,P53992,-0.003961563,9.972416,6.672677,3,0.000142572,0.953691,0.99997884
HUMAN,P53999,-0.028764725,13.199065,7.1588516,3,0.000142572,0.6913115,0.99997884
HUMAN,P54098,-0.09366417,8.316106,9.965744,3,0.000142572,0.43266177,0.99997884
HUMAN,P54105,-0.013792038,11.067471,9.934147,3,0.000142572,0.88778025,0.99997884
HUMAN,P54132,0.071920395,10.170745,7.4981775,3,0.000142572,0.32074046,0.88118315
HUMAN,P54136,-0.0027666092,11.52049,7.2218733,3,0.000142572,0.97306234,0.99997884
HUMAN,P54198,0.055462837,10.771128,16.227,3,0.000142572,0.7002792,0.99997884
HUMAN,P54252,-0.10405445,7.223653,4.8370814,3,0.000142572,0.107132584,0.38199204
HUMAN,P54278,0.19637871,8.821236,45.93769,3,0.000142572,0.58659166,0.99997884
HUMAN,P54577,-0.018321037,11.505282,8.267047,3,0.000142572,0.84487057,0.99997884
HUMAN,P54578,-0.0150203705,12.016405,6.6329026,3,0.000142572,0.8157578,0.99997884
HUMAN,P54619,0.026578903,9.594146,11.396964,3,0.000142572,0.8151431,0.99997884
HUMAN,P54687,0.0056238174,11.095202,9.959775,3,0.000142572,0.95960015,0.99997884
HUMAN,P54709,0.013150215,11.266791,10.991694,3,0.000142572,0.91599405,0.99997884
HUMAN,P54725,-0.08155441,13.146525,6.081935,3,0.000142572,0.21796452,0.68106014
HUMAN,P54727,-0.0049905777,11.3453045,7.500488,3,0.000142572,0.9539985,0.99997884
HUMAN,P54760,-0.102939606,9.466559,22.180305,3,0.000142572,0.66807157,0.99997884
HUMAN,P54819,-0.06051445,12.356261,6.9293876,3,0.000142572,0.45174095,0.99997884
HUMAN,P54886,-0.039450645,11.441506,10.943211,3,0.000142572,0.7465307,0.99997884
HUMAN,P54920,-0.02904129,10.537645,7.1945953,3,0.000142572,0.6799594,0.99997884
HUMAN,P55010,-0.02808857,11.647486,10.102703,3,0.000142572,0.80346733,0.99997884
HUMAN,P55011,0.0157547,10.601446,11.851997,3,0.000142572,0.8996664,0.99997884
HUMAN,P55036,-0.043780327,11.234108,7.7085104,3,0.000142572,0.6265475,0.99997884
HUMAN,P55039,-0.034687996,8.867608,20.048532,3,0.000142572,0.8377685,0.99997884
HUMAN,P55060,-0.02113533,11.805592,7.3264194,3,0.000142572,0.80037254,0.99997884
HUMAN,P55072,-0.06005001,12.741783,6.7735367,3,0.000142572,0.43336433,0.99997884
HUMAN,P55081,-0.011141777,10.3364935,12.773609,3,0.000142572,0.9174479,0.99997884
HUMAN,P55084,-0.0070753098,11.291691,9.314218,3,0.000142572,0.9365577,0.99997884
HUMAN,P55145,0.030892372,8.740057,10.158982,3,0.000142572,0.7398633,0.99997884
HUMAN,P55196,0.003045082,10.515814,5.996369,3,0.000142572,0.95573336,0.99997884
HUMAN,P55197,-0.13691092,6.317896,19.25816,3,0.000142572,0.40840822,0.99997884
HUMAN,P55199,-0.07660961,9.946321,11.157206,3,0.000142572,0.5424892,0.99997884
HUMAN,P55201,-0.05104065,9.437426,20.590223,3,0.000142572,0.7859667,0.99997884
HUMAN,P55209,-0.00017642975,12.96667,8.5972595,3,0.000142572,0.99833834,0.99997884
HUMAN,P55211,0.08012867,9.001196,16.012255,3,0.000142572,0.64818084,0.99997884
HUMAN,P55212,-0.033593178,9.080997,16.088045,3,0.000142572,0.82834077,0.99997884
HUMAN,P55263,0.0008068085,10.330314,6.1592617,3,0.000142572,0.9899844,0.99997884
HUMAN,P55265,-0.044950485,11.063222,7.1701,3,0.000142572,0.5826361,0.99997884
HUMAN,P55735,-0.027356148,10.52336,13.300386,3,0.000142572,0.8449724,0.99997884
HUMAN,P55769,-0.0316267,12.101236,5.67839,3,0.000142572,0.59226906,0.99997884
HUMAN,P55786,-0.03136921,12.754333,8.626208,3,0.000142572,0.717489,0.99997884
HUMAN,P55795,-0.020313263,11.667056,4.7083325,3,0.000142572,0.7098912,0.99997884
HUMAN,P55809,-0.0064525604,10.230174,14.23849,3,0.000142572,0.9665538,0.99997884
HUMAN,P55854,-0.0011615753,12.161217,6.944947,3,0.000142572,0.98715913,0.99997884
HUMAN,P55884,-0.03334713,12.208869,7.981201,3,0.000142572,0.7160847,0.99997884
HUMAN,P55957,0.0107860565,8.926192,5.7973,3,0.000142572,0.8327283,0.99997884
HUMAN,P56134,-0.012693405,10.637664,10.95249,3,0.000142572,0.91904205,0.99997884
HUMAN,P56182,0.054595947,10.367253,8.146135,3,0.000142572,0.5054872,0.99997884
HUMAN,P56192,0.015268326,11.122522,7.8868155,3,0.000142572,0.86461097,0.99997884
HUMAN,P56211,-0.0026779175,9.03033,11.899162,3,0.000142572,0.9787214,0.99997884
HUMAN,P56270,0.007960796,6.633313,13.344799,3,0.000142572,0.9449381,0.99997884
HUMAN,P56282,0.03069973,8.181138,30.400377,3,0.000142572,0.9177151,0.99997884
HUMAN,P56385,0.0009012222,11.240959,8.068753,3,0.000142572,0.9918778,0.99997884
HUMAN,P56537,0.09151077,12.126964,12.396392,3,0.000142572,0.5125216,0.99997884
HUMAN,P56556,-0.046398163,10.101862,9.06927,3,0.000142572,0.5895328,0.99997884
HUMAN,P56645,-0.05739355,5.3894944,12.650847,3,0.000142572,0.61331576,0.99997884
HUMAN,P56962,-0.059241295,9.642611,9.11079,3,0.000142572,0.561452,0.99997884
HUMAN,P57076,-0.06809139,10.394527,7.109195,3,0.000142572,0.3613036,0.9453526
HUMAN,P57081,-0.08087063,9.187883,12.10771,3,0.000142572,0.50013554,0.99997884
HUMAN,P57088,-0.095954895,8.252844,15.570112,3,0.000142572,0.5508875,0.99997884
HUMAN,P57678,0.0012636185,10.473619,10.758106,3,0.000142572,0.9917881,0.99997884
HUMAN,P57737,-0.047504425,10.7267685,12.072989,3,0.000142572,0.6938721,0.99997884
HUMAN,P57740,-0.056534767,10.705825,11.683214,3,0.000142572,0.62437415,0.99997884
HUMAN,P57772,-0.05820656,8.068863,7.237598,3,0.000142572,0.45146328,0.99997884
HUMAN,P58004,0.046129227,8.871113,11.676415,3,0.000142572,0.70718884,0.99997884
HUMAN,P58107,-0.00076293945,10.661613,11.675613,3,0.000142572,0.9948323,0.99997884
HUMAN,P58335,-0.10395241,8.602592,21.422365,3,0.000142572,0.5656145,0.99997884
HUMAN,P58546,-0.008227348,11.505877,10.003848,3,0.000142572,0.93351984,0.99997884
HUMAN,P59998,-0.06367493,10.718392,10.188872,3,0.000142572,0.5884913,0.99997884
HUMAN,P60033,0.005422592,9.883371,11.669642,3,0.000142572,0.96397185,0.99997884
HUMAN,P60174,-0.00035762787,13.207376,7.2053313,3,0.000142572,0.9963687,0.99997884
HUMAN,P60228,-0.04462242,10.8728485,8.905059,3,0.000142572,0.63110656,0.99997884
HUMAN,P60510,-0.048503876,10.800927,7.908244,3,0.000142572,0.5371502,0.99997884
HUMAN,P60520,-0.0718832,9.978479,8.45097,3,0.000142572,0.3778381,0.96584666
HUMAN,P60604,-0.04976368,9.825117,12.508981,3,0.000142572,0.665423,0.99997884
HUMAN,P60660,-0.019345284,9.542771,4.1666956,3,0.000142572,0.69096863,0.99997884
HUMAN,P60709;P63261,0.004096985,16.108692,9.263593,3,0.000142572,0.9675997,0.99997884
HUMAN,P60842,-0.02371502,13.127273,6.7174616,3,0.000142572,0.72070736,0.99997884
HUMAN,P60866,0.029488564,13.42379,7.4140873,3,0.000142572,0.64332,0.99997884
HUMAN,P60891,0.009988785,11.214971,10.152281,3,0.000142572,0.92222375,0.99997884
HUMAN,P60900,-0.018015862,11.980515,8.390235,3,0.000142572,0.84442925,0.99997884
HUMAN,P60953,-0.0485363,9.464783,14.85646,3,0.000142572,0.76835185,0.99997884
HUMAN,P60981,-0.015110016,10.757288,15.621812,3,0.000142572,0.93157786,0.99997884
HUMAN,P60983,-0.14602375,9.107671,11.348489,3,0.000142572,0.28838742,0.822801
HUMAN,P61006,0.11829853,11.294028,3.4785213,3,0.000142572,0.023523444,0.09611474
HUMAN,P61009,0.10942173,8.109238,14.551854,3,0.000142572,0.45360842,0.99997884
HUMAN,P61011,0.010741234,11.937498,12.23299,3,0.000142572,0.9257335,0.99997884
HUMAN,P61019,-0.0076904297,9.86032,11.390772,3,0.000142572,0.9509714,0.99997884
HUMAN,P61020,-0.094994545,9.663154,11.760907,3,0.000142572,0.3703189,0.9557572
HUMAN,P61024,-0.027207375,8.609672,9.601142,3,0.000142572,0.7557385,0.99997884
HUMAN,P61026,-0.0709486,12.312925,5.175036,3,0.000142572,0.27482522,0.79989713
HUMAN,P61077,-0.083003044,11.369672,9.68483,3,0.000142572,0.42204598,0.99997884
HUMAN,P61081,-0.045155525,11.074531,5.1024237,3,0.000142572,0.4204613,0.99997884
HUMAN,P61086,-0.021104813,11.439132,11.067281,3,0.000142572,0.8637294,0.99997884
HUMAN,P61088,-0.028060913,12.175717,9.1796055,3,0.000142572,0.7572853,0.99997884
HUMAN,P61106,-0.06130314,9.57868,14.102373,3,0.000142572,0.6978857,0.99997884
HUMAN,P61158,0.013179779,10.205409,9.336477,3,0.000142572,0.89193255,0.99997884
HUMAN,P61160,-0.014634132,10.648404,7.8896403,3,0.000142572,0.84193796,0.99997884
HUMAN,P61163,-0.013201714,9.946664,9.265283,3,0.000142572,0.89793557,0.99997884
HUMAN,P61201,-0.08342552,10.169936,12.345525,3,0.000142572,0.52030605,0.99997884
HUMAN,P61204;P84077,-0.026266098,11.3677025,5.766359,3,0.000142572,0.6343448,0.99997884
HUMAN,P61218,0.0577116,8.790319,28.060644,3,0.00026406127,0.84899896,0.99997884
HUMAN,P61221,-0.01965332,13.417893,7.468066,3,0.000142572,0.8070639,0.99997884
HUMAN,P61224,-0.045490265,10.587922,7.610871,3,0.000142572,0.50401664,0.99997884
HUMAN,P61225,0.045202255,9.343467,10.213951,3,0.000142572,0.7022266,0.99997884
HUMAN,P61244,0.0152282715,9.122076,10.356248,3,0.000142572,0.8674083,0.99997884
HUMAN,P61247,-0.031085968,12.787036,5.532654,3,0.000142572,0.629591,0.99997884
HUMAN,P61254,-0.028301239,11.550196,12.076397,3,0.000142572,0.8307985,0.99997884
HUMAN,P61289,-0.023015976,11.195672,6.91691,3,0.000142572,0.76846194,0.99997884
HUMAN,P61313,-0.06786251,11.85438,11.624446,3,0.000142572,0.60848755,0.99997884
HUMAN,P61326;Q96A72,0.02301979,12.302908,13.007914,3,0.000142572,0.85292226,0.99997884
HUMAN,P61353,-0.01613617,12.84639,6.452134,3,0.000142572,0.8165818,0.99997884
HUMAN,P61421,-0.03408909,10.354871,4.721125,3,0.000142572,0.5236291,0.99997884
HUMAN,P61513,-0.014565468,8.552109,15.263623,3,0.000142572,0.9092741,0.99997884
HUMAN,P61599,-0.1917839,9.285564,13.871217,3,0.000142572,0.27172077,0.7956043
HUMAN,P61604,-0.06156349,13.904536,6.417839,3,0.000142572,0.41331232,0.99997884
HUMAN,P61619,0.06889057,8.80842,8.832668,3,0.000142572,0.44573218,0.99997884
HUMAN,P61758,-0.07263565,10.656351,16.748777,3,0.000142572,0.7025921,0.99997884
HUMAN,P61764,0.07309246,8.402921,9.703375,3,0.000142572,0.5169742,0.99997884
HUMAN,P61769,-0.3261299,8.497201,34.365654,3,0.000142572,0.39633393,0.9893817
HUMAN,P61803,0.034740448,7.607715,23.128778,3,0.00026406127,0.86694777,0.99997884
HUMAN,P61916,-0.11651802,8.483346,13.474889,3,0.000142572,0.44090992,0.99997884
HUMAN,P61923,0.0013141632,11.017656,7.4487495,3,0.000142572,0.9865761,0.99997884
HUMAN,P61960,0.053365707,10.063351,9.354371,3,0.000142572,0.54557854,0.99997884
HUMAN,P61962,-0.047971725,9.953823,9.348199,3,0.000142572,0.6143641,0.99997884
HUMAN,P61964,0.019235611,9.243642,10.192941,3,0.000142572,0.8423377,0.99997884
HUMAN,P61966,-0.065522194,9.831731,12.363069,3,0.000142572,0.593779,0.99997884
HUMAN,P61970,-0.07347298,10.738428,8.494166,3,0.000142572,0.4622671,0.99997884
HUMAN,P61978,-0.021731377,14.105237,6.885418,3,0.000142572,0.74390584,0.99997884
HUMAN,P61981,-0.005253792,12.307568,7.7127776,3,0.000142572,0.948256,0.99997884
HUMAN,P62070,-0.070417404,9.232468,25.065666,3,0.000142572,0.73336643,0.99997884
HUMAN,P62072,-0.053281784,11.421891,7.7144656,3,0.000142572,0.49459925,0.99997884
HUMAN,P62081,-0.09062004,12.850089,11.834417,3,0.000142572,0.4848243,0.99997884
HUMAN,P62136,-0.031303406,11.306388,6.5951324,3,0.000142572,0.6547602,0.99997884
HUMAN,P62140,-0.055059433,10.2541685,9.557673,3,0.000142572,0.6006525,0.99997884
HUMAN,P62191,-0.05232334,11.234752,7.603508,3,0.000142572,0.51861954,0.99997884
HUMAN,P62195,-0.026195526,11.019222,8.885996,3,0.000142572,0.7810223,0.99997884
HUMAN,P62241,-7.43866e-5,13.132543,5.426435,3,0.000142572,0.998967,0.99997884
HUMAN,P62244,0.06692505,13.111684,16.272127,3,0.000142572,0.7221548,0.99997884
HUMAN,P62249,-0.028648376,12.413471,8.516886,3,0.000142572,0.7684935,0.99997884
HUMAN,P62253,-0.1533041,8.556047,19.799316,3,0.000142572,0.4314818,0.99997884
HUMAN,P62256,0.0118665695,6.1949234,25.676188,3,0.000142572,0.9593264,0.99997884
HUMAN,P62258,-0.029377937,14.55557,8.1525135,3,0.000142572,0.7477898,0.99997884
HUMAN,P62263,-0.014011383,12.306053,7.3213816,3,0.000142572,0.83636904,0.99997884
HUMAN,P62266,-0.08537483,11.768574,7.7297006,3,0.000142572,0.32838678,0.8928145
HUMAN,P62269,-0.017929077,12.144328,5.139918,3,0.000142572,0.71550494,0.99997884
HUMAN,P62277,0.04185009,12.678763,8.29355,3,0.000142572,0.6486522,0.99997884
HUMAN,P62280,0.025901794,11.877312,4.1810203,3,0.000142572,0.53200245,0.99997884
HUMAN,P62304,-0.0014190674,12.111945,8.545015,3,0.000142572,0.98782945,0.99997884
HUMAN,P62306,-0.042800903,12.051009,6.92557,3,0.000142572,0.4970271,0.99997884
HUMAN,P62310,0.022702217,11.417062,7.388822,3,0.000142572,0.7904782,0.99997884
HUMAN,P62312,0.0039863586,10.170829,8.040946,3,0.000142572,0.95986634,0.99997884
HUMAN,P62314,0.049456596,12.379702,14.969292,3,0.000142572,0.753202,0.99997884
HUMAN,P62316,0.023768425,12.660439,8.92531,3,0.000142572,0.7926489,0.99997884
HUMAN,P62318,0.023554802,12.595143,11.899436,3,0.000142572,0.8412121,0.99997884
HUMAN,P62330,-0.08592701,8.001424,15.5712385,3,0.000142572,0.5247529,0.99997884
HUMAN,P62333,-0.014292717,10.921264,8.247333,3,0.000142572,0.87563586,0.99997884
HUMAN,P62380,0.14557791,7.492584,14.267755,3,0.000142572,0.31746244,0.874509
HUMAN,P62424,0.0017023087,12.098307,6.260538,3,0.000142572,0.9792687,0.99997884
HUMAN,P62487,0.0073184967,9.005884,10.709022,3,0.000142572,0.944599,0.99997884
HUMAN,P62495,-0.0016908646,11.08363,8.988882,3,0.000142572,0.98635453,0.99997884
HUMAN,P62633,-0.015312195,11.681564,9.671973,3,0.000142572,0.88366926,0.99997884
HUMAN,P62701,-0.03492546,12.343419,8.510553,3,0.000142572,0.7077611,0.99997884
HUMAN,P62714,0.006791115,11.176151,10.75433,3,0.000142572,0.9543353,0.99997884
HUMAN,P62750,-0.046804428,12.965411,3.7440472,3,0.000142572,0.20128077,0.6402412
HUMAN,P62753,-0.04409504,12.443345,7.9868727,3,0.000142572,0.61405224,0.99997884
HUMAN,P62805,-0.035348892,11.95257,9.637204,3,0.000142572,0.73623586,0.99997884
HUMAN,P62820,0.1652689,9.260617,19.518064,3,0.000142572,0.41076353,0.99997884
HUMAN,P62826,-0.05886364,14.400642,9.825587,3,0.000142572,0.5982009,0.99997884
HUMAN,P62829,-0.0154771805,11.843621,8.085199,3,0.000142572,0.84238523,0.99997884
HUMAN,P62834,-0.057480812,11.480853,12.366932,3,0.000142572,0.6525546,0.99997884
HUMAN,P62841,-0.0052547455,10.556124,14.485031,3,0.000142572,0.9712692,0.99997884
HUMAN,P62847,-0.026537895,11.768212,9.185587,3,0.000142572,0.78116685,0.99997884
HUMAN,P62851,-0.017118454,12.768201,3.632241,3,0.000142572,0.669862,0.99997884
HUMAN,P62857,0.0182724,13.235,9.064763,3,0.000142572,0.8537356,0.99997884
HUMAN,P62873,-0.038226128,11.456189,8.564066,3,0.000142572,0.6564816,0.99997884
HUMAN,P62875,-0.059448242,8.615839,14.653094,3,0.000142572,0.66624075,0.99997884
HUMAN,P62879,0.025205612,9.667951,13.159678,3,0.000142572,0.8467996,0.99997884
HUMAN,P62888,-0.007457733,12.836985,7.696278,3,0.000142572,0.9292382,0.99997884
HUMAN,P62899,0.011136055,13.572601,8.230193,3,0.000142572,0.9049191,0.99997884
HUMAN,P62906,-0.0055265427,12.502324,7.727898,3,0.000142572,0.9453135,0.99997884
HUMAN,P62910,-0.030975342,11.7362795,8.487501,3,0.000142572,0.72220653,0.99997884
HUMAN,P62913,-0.02961731,12.683779,7.983045,3,0.000142572,0.70887256,0.99997884
HUMAN,P62917,-0.02186203,11.301508,5.020254,3,0.000142572,0.6191294,0.99997884
HUMAN,P62937,-0.0057382584,15.108908,4.306789,3,0.000142572,0.9067618,0.99997884
HUMAN,P62942,-0.029194832,9.307281,6.604688,3,0.000142572,0.6719454,0.99997884
HUMAN,P62979,-0.08403683,14.465284,6.526876,3,0.000142572,0.2953311,0.8363404
HUMAN,P62993,0.0048561096,10.671297,6.50446,3,0.000142572,0.94458306,0.99997884
HUMAN,P62995,0.011551857,11.984253,10.280016,3,0.000142572,0.9130235,0.99997884
HUMAN,P63000,0.03407383,9.756144,11.239597,3,0.000142572,0.7878415,0.99997884
HUMAN,P63010,-0.03485489,11.056806,7.577294,3,0.000142572,0.6918516,0.99997884
HUMAN,P63098,-0.027285576,10.225252,17.441147,3,0.000142572,0.8684327,0.99997884
HUMAN,P63104,-0.004928589,13.173707,10.374842,3,0.000142572,0.96327287,0.99997884
HUMAN,P63151,-0.025782585,10.6746645,7.981435,3,0.000142572,0.72273415,0.99997884
HUMAN,P63165,-0.0030031204,10.456709,9.741834,3,0.000142572,0.9762906,0.99997884
HUMAN,P63167,0.064269066,10.344309,4.112462,3,0.000142572,0.12633404,0.4367336
HUMAN,P63172,0.007806778,7.7410665,16.728437,3,0.000142572,0.964608,0.99997884
HUMAN,P63173,-0.026226997,11.764595,6.5106163,3,0.000142572,0.6702049,0.99997884
HUMAN,P63208,-0.008656502,11.9931345,8.172288,3,0.000142572,0.92578834,0.99997884
HUMAN,P63220,0.01509285,12.4637165,8.67919,3,0.000142572,0.85671616,0.99997884
HUMAN,P63241,-0.0052785873,13.399754,10.094755,3,0.000142572,0.9605301,0.99997884
HUMAN,P63244,-0.008020401,13.466693,11.439383,3,0.000142572,0.9484437,0.99997884
HUMAN,P63267,-0.039510727,14.925542,5.9517436,3,0.000142572,0.49127507,0.99997884
HUMAN,P63272,0.04237652,8.4086485,13.054288,3,0.000142572,0.7301312,0.99997884
HUMAN,P63279,-0.008337975,11.280155,11.575355,3,0.000142572,0.9378732,0.99997884
HUMAN,P67809,-0.037231445,11.993166,10.019176,3,0.000142572,0.67505985,0.99997884
HUMAN,P67812,-0.032156944,8.600096,15.399294,3,0.000142572,0.82069546,0.99997884
HUMAN,P67870,0.024597168,10.939272,7.306723,3,0.000142572,0.75990087,0.99997884
HUMAN,P67936,-0.031554222,13.487404,7.966305,3,0.000142572,0.7091166,0.99997884
HUMAN,P68036,0.024512291,13.085447,6.775004,3,0.000142572,0.74408436,0.99997884
