Species,ProteinGroup,log2_diff,log2_mean,max_cv,min_n,max_qval,p_value,p_adj
HUMAN,A5PLL7,-0.21117592,20.865797,9.582493,3,8.2542305e-5,0.049845066,0.09725749
HUMAN,A5PLN9,-0.02221489,20.062841,8.3847065,3,8.2542305e-5,0.76484835,0.8376977
HUMAN,A5YKK6,-0.039319992,23.72471,1.1876224,3,8.2542305e-5,0.014108504,0.031894583
HUMAN,A6H8Y1,0.10104561,19.880959,6.21328,3,8.2542305e-5,0.12852117,0.2152538
HUMAN,A6NCE7;Q9GZQ8,-0.024641037,21.067,9.062485,3,8.2542305e-5,0.75010604,0.82612246
HUMAN,A6ND36,-0.1108551,20.006378,11.3897085,3,8.2542305e-5,0.30394998,0.42455947
HUMAN,A6NDG6,-0.017036438,23.184492,2.8221126,3,8.2542305e-5,0.5850064,0.69147015
HUMAN,A6NDU8,0.008377075,21.86205,3.533164,3,8.2542305e-5,0.8307771,0.88744605
HUMAN,A6NED2,-0.18162537,23.297289,9.30836,3,8.2542305e-5,0.0822587,0.1487259
HUMAN,A6NFI3,0.20240974,20.788166,4.8112526,3,8.2542305e-5,0.008840327,0.020818824
HUMAN,A6NHL2,-0.52593803,25.13863,8.311013,3,8.2542305e-5,0.003042325,0.0076352176
HUMAN,A6NHR9,-0.0069274902,25.398129,2.7205763,3,8.2542305e-5,0.8065317,0.8691596
HUMAN,A6NHX0,0.012023926,19.812643,17.075241,3,8.2542305e-5,0.9410566,0.9608688
HUMAN,A6NIH7,0.026647568,22.079197,6.1608076,3,8.2542305e-5,0.66646945,0.75986326
HUMAN,A6NJ78,0.09062004,19.386446,11.514642,3,8.2542305e-5,0.44266543,0.5648042
HUMAN,A6NKD9,0.43618774,18.876966,15.282722,3,8.2542305e-5,0.014743877,0.033193655
HUMAN,A6NKF1,-0.09259415,20.06649,5.666252,3,8.2542305e-5,0.148474,0.2419054
HUMAN,A7E2V4,-0.10386467,20.348791,9.839433,3,8.2542305e-5,0.26578373,0.38432115
HUMAN,A8CG34,-0.33328247,20.40094,10.378921,3,8.2542305e-5,0.023339577,0.050187364
HUMAN,A8K855,-0.053346634,16.727808,15.889097,3,0.0008277523,0.7047858,0.7917365
HUMAN,A8MPP1,-0.028074265,19.940966,9.461284,3,8.2542305e-5,0.7952802,0.8607991
HUMAN,A8MQ03,0.030269623,21.013416,10.929744,3,8.2542305e-5,0.7481554,0.8247264
HUMAN,A8MT69,-0.15330315,19.366228,5.3634715,3,0.00039274213,0.042516846,0.08487903
HUMAN,A8MTT3,0.47476006,17.763369,16.362785,3,0.001360647,0.011228095,0.02597586
HUMAN,A8MV65,0.30453682,19.576996,32.140324,3,0.0007750136,0.2933136,0.41343313
HUMAN,A8MW92,-0.7186527,19.908764,31.227957,3,0.0010753514,0.093310736,0.16485716
HUMAN,A8MWD9;P62308,0.0038986206,26.835445,7.568071,3,8.2542305e-5,0.9532512,0.96808434
HUMAN,A8MXV4,-0.16093826,21.73939,6.1284747,3,8.2542305e-5,0.071318254,0.13200928
HUMAN,A9UHW6,0.13282204,19.969355,7.9646273,3,8.2542305e-5,0.13428092,0.22316694
HUMAN,B0I1T2,-0.03860092,24.630116,1.8134847,3,8.2542305e-5,0.058472265,0.11153146
HUMAN,B0YJ81,0.012979507,16.960682,14.157169,3,0.0007750136,0.91723853,0.9451855
HUMAN,B2RTY4,0.029844284,16.718588,40.285748,3,0.0040420373,0.933593,0.95616263
HUMAN,B3KNS4,-0.1314125,19.857052,15.805174,3,8.2542305e-5,0.38142398,0.50424975
HUMAN,B7ZAQ6;P0CG08,0.034671783,22.781551,4.700946,3,8.2542305e-5,0.5172148,0.6328623
HUMAN,C4AMC7;Q6VEQ5,0.062166214,20.52928,6.1776333,3,8.2542305e-5,0.35089278,0.47429693
HUMAN,C9J7I0,0.39665604,17.702957,7.6664486,3,8.2542305e-5,0.0077765137,0.018443061
HUMAN,C9JI98,0.21164703,19.6889,52.633312,3,0.00092671247,0.6046291,0.7075983
HUMAN,C9JLW8,-0.025159836,20.402426,29.324594,3,0.00015994882,0.9175465,0.9452608
HUMAN,E9PAV3,0.10510826,26.766623,2.262363,3,8.2542305e-5,0.0049326494,0.012031679
HUMAN,E9PRG8,0.12041664,23.21724,2.895538,3,8.2542305e-5,0.0067368313,0.016132586
HUMAN,H0Y944,0.057798386,23.446722,3.5528915,3,8.2542305e-5,0.1399403,0.23066747
HUMAN,L0R819,0.053482056,21.69899,5.288129,3,8.2542305e-5,0.25515097,0.3724242
HUMAN,O00115,0.01524353,22.4776,7.1332064,3,8.2542305e-5,0.85132825,0.90166116
HUMAN,O00116,-0.12662125,23.681824,3.5956964,3,8.2542305e-5,0.013560439,0.030758735
HUMAN,O00124,-0.10744095,20.104034,14.481868,3,8.2542305e-5,0.4428319,0.5649569
HUMAN,O00139,0.01496315,22.274841,2.5180914,3,8.2542305e-5,0.51038694,0.6266067
HUMAN,O00141,0.02690506,19.198843,4.5976696,3,8.2542305e-5,0.52696145,0.6407384
HUMAN,O00142,0.0738945,19.971886,12.2926,3,8.2542305e-5,0.54736257,0.6587775
HUMAN,O00148,-0.024429321,24.77781,3.364237,3,8.2542305e-5,0.45924917,0.579748
HUMAN,O00151,-0.021112442,22.530704,2.2134607,3,8.2542305e-5,0.32542953,0.44736835
HUMAN,O00154,-0.023485184,24.775204,3.5064776,3,8.2542305e-5,0.45502123,0.5758229
HUMAN,O00159,-0.03793907,25.296907,1.2773695,3,8.2542305e-5,0.037421227,0.07603902
HUMAN,O00161,-0.044763565,21.498932,3.044534,3,8.2542305e-5,0.14832512,0.24171649
HUMAN,O00165,-0.06908226,21.728474,3.676296,3,8.2542305e-5,0.09977286,0.17433539
HUMAN,O00170,-0.044204712,24.547527,3.2960637,3,8.2542305e-5,0.19612978,0.3016651
HUMAN,O00178,-0.04134369,22.66995,5.496728,3,8.2542305e-5,0.50887936,0.6255558
HUMAN,O00180,-0.47480774,19.621414,5.659114,3,0.0009667584,0.0009490347,0.0025239305
HUMAN,O00186,0.018564224,22.759663,2.3601232,3,8.2542305e-5,0.5062997,0.62359095
HUMAN,O00187,0.012683868,18.345043,16.90012,3,8.2542305e-5,0.93216634,0.95517105
HUMAN,O00189,-0.025125504,21.724133,7.6442866,3,8.2542305e-5,0.77350664,0.84411776
HUMAN,O00193,0.07514,25.148785,2.0665374,3,8.2542305e-5,0.012978939,0.029584238
HUMAN,O00194,-0.119594574,22.138384,3.2039828,3,8.2542305e-5,0.025544818,0.054492604
HUMAN,O00203,-0.07842827,24.846653,3.01444,3,8.2542305e-5,0.036044046,0.07358876
HUMAN,O00212,-0.008218765,22.12322,12.60928,3,8.2542305e-5,0.9372383,0.9585951
HUMAN,O00217,0.103666306,23.425829,2.0948846,3,8.2542305e-5,0.008606794,0.020308468
HUMAN,O00220,-0.39331436,22.986103,5.1676774,3,8.2542305e-5,0.0013708299,0.003584882
HUMAN,O00221,0.03709984,19.81465,16.44329,3,8.2542305e-5,0.80515826,0.8682523
HUMAN,O00231,-0.010044098,25.910654,2.1973507,3,8.2542305e-5,0.625803,0.72569585
HUMAN,O00232,0.009410858,24.307846,2.53235,3,8.2542305e-5,0.7262817,0.80787414
HUMAN,O00233,-0.027435303,23.661995,5.597291,3,8.2542305e-5,0.5915611,0.6968301
HUMAN,O00244,-0.14682198,23.381996,4.8593163,3,8.2542305e-5,0.047959205,0.09424795
HUMAN,O00255,0.022748947,23.220066,6.5892267,3,8.2542305e-5,0.71779627,0.80194986
HUMAN,O00257,0.022680283,20.585402,4.459902,3,8.2542305e-5,0.59822726,0.7024894
HUMAN,O00258,0.06387138,20.231653,6.4182973,3,8.2542305e-5,0.41097856,0.5339095
HUMAN,O00264,-0.013715744,25.154552,5.201839,3,8.2542305e-5,0.77386016,0.8444272
HUMAN,O00267,0.018152237,22.566673,1.9993912,3,8.2542305e-5,0.3066295,0.42707005
HUMAN,O00268,0.14681244,21.118212,3.6860805,3,8.2542305e-5,0.008900366,0.020943874
HUMAN,O00273,-0.030111313,23.039358,3.156742,3,8.2542305e-5,0.33607325,0.45886558
HUMAN,O00287,0.10090828,17.922947,7.8947067,3,8.2542305e-5,0.20901015,0.31699392
HUMAN,O00291,-0.05908203,24.984816,7.1194115,3,8.2542305e-5,0.404559,0.5279556
HUMAN,O00299,0.0050525665,27.11526,1.477522,3,8.2542305e-5,0.69939226,0.78750926
HUMAN,O00303,-0.016981125,24.839598,1.8511467,3,8.2542305e-5,0.344584,0.46774617
HUMAN,O00308,-0.2288742,21.56623,5.676451,3,8.2542305e-5,0.019726155,0.043233544
HUMAN,O00311,-0.16884232,20.593552,11.496224,3,8.2542305e-5,0.11595108,0.19765542
HUMAN,O00330,-0.01808548,23.490273,3.338251,3,8.2542305e-5,0.5488682,0.65999746
HUMAN,O00391,-0.021181107,22.20611,4.148693,3,8.2542305e-5,0.58786327,0.69423527
HUMAN,O00399,0.1378231,22.27226,5.9338083,3,8.2542305e-5,0.0636199,0.11970495
HUMAN,O00400,0.021045685,21.529,3.5058227,3,8.2542305e-5,0.55954367,0.66983247
HUMAN,O00401,-0.03681755,21.697699,3.681592,3,8.2542305e-5,0.3913565,0.5144516
HUMAN,O00410,-0.106048584,25.201857,2.2648988,3,8.2542305e-5,0.010894989,0.02524877
HUMAN,O00411,-0.0063171387,23.04237,2.8274858,3,8.2542305e-5,0.8071641,0.86968577
HUMAN,O00418,-0.071525574,22.988995,2.4543505,3,8.2542305e-5,0.05229529,0.10139928
HUMAN,O00422,-0.05000496,24.080427,2.840331,3,8.2542305e-5,0.14487286,0.23730768
HUMAN,O00423,0.3011093,22.24288,7.1320777,3,8.2542305e-5,0.004194222,0.010339125
HUMAN,O00425,0.045661926,24.544683,2.195321,3,8.2542305e-5,0.0563363,0.10817501
HUMAN,O00429,-0.11444664,24.042519,3.0668178,3,8.2542305e-5,0.0106408615,0.024707261
HUMAN,O00442,0.01580429,23.72812,2.9679482,3,8.2542305e-5,0.5375533,0.65043974
HUMAN,O00443,0.0023117065,21.635586,5.34235,3,8.2542305e-5,0.96174824,0.97425526
HUMAN,O00458,-0.06347084,22.426508,3.83255,3,8.2542305e-5,0.109652735,0.18921709
HUMAN,O00459,-0.0747509,20.859173,9.838725,3,8.2542305e-5,0.45701885,0.5778058
HUMAN,O00461,-0.08420563,21.665453,5.3388443,3,8.2542305e-5,0.10545433,0.1828866
HUMAN,O00462,-0.0246315,19.104244,8.887414,3,8.2542305e-5,0.77592003,0.8459515
HUMAN,O00463,-0.06200981,20.16315,20.209774,3,8.2542305e-5,0.76972824,0.8409826
HUMAN,O00468,-0.06477356,21.351887,3.9681265,3,8.2542305e-5,0.124844275,0.21020357
HUMAN,O00469,0.036502838,23.568893,5.461645,3,8.2542305e-5,0.44627324,0.56778747
HUMAN,O00470,0.022443771,18.908924,14.735416,3,8.2542305e-5,0.8553196,0.90416867
HUMAN,O00471,-0.012750626,22.27288,3.277014,3,8.2542305e-5,0.7079851,0.7941664
HUMAN,O00472,-0.19144249,19.72548,15.372765,3,8.2542305e-5,0.20952606,0.31753704
HUMAN,O00479,0.066215515,23.461887,8.825831,3,8.2542305e-5,0.39337203,0.5164826
HUMAN,O00483,-0.030672073,24.88309,2.7333968,3,8.2542305e-5,0.23288612,0.34583655
HUMAN,O00487,-0.122341156,24.6559,3.474766,3,8.2542305e-5,0.016144816,0.036116585
HUMAN,O00488,-0.012666702,22.334799,8.808611,3,8.2542305e-5,0.88333,0.9223593
HUMAN,O00499,-0.059404373,22.643673,3.538285,3,8.2542305e-5,0.17450054,0.27592367
HUMAN,O00505,-0.27843094,22.586285,2.9839053,3,8.2542305e-5,0.0004394672,0.0012183988
HUMAN,O00506,-0.24057198,19.066328,12.850415,3,0.00023777444,0.14679664,0.23983864
HUMAN,O00512,0.23085976,17.768564,30.412256,3,0.0023853895,0.4647418,0.5850581
HUMAN,O00522,0.5334797,18.242874,11.127697,3,0.0005510076,0.0035858722,0.008906772
HUMAN,O00534,-0.009847641,23.904648,2.0380225,3,8.2542305e-5,0.64039683,0.7378007
HUMAN,O00541,0.014722824,23.525316,3.8557298,3,8.2542305e-5,0.70263255,0.79003394
HUMAN,O00560,0.032567978,22.291006,5.149256,3,8.2542305e-5,0.58591783,0.69241184
HUMAN,O00562,-0.014091492,21.044209,5.254534,3,8.2542305e-5,0.8060486,0.868794
HUMAN,O00566,-0.046216965,22.240738,4.5760674,3,8.2542305e-5,0.33883607,0.4620014
HUMAN,O00567,-0.03816986,25.499392,1.7818404,3,8.2542305e-5,0.06989829,0.12971902
HUMAN,O00571,-0.08697319,25.839607,2.2854984,3,8.2542305e-5,0.012499825,0.028589295
HUMAN,O00584,-0.015766144,21.545422,3.5558257,3,8.2542305e-5,0.6774071,0.76855975
HUMAN,O00592,0.028585434,25.160984,2.8449395,3,8.2542305e-5,0.28759038,0.4075626
HUMAN,O00622,-0.051906586,22.053553,3.400326,3,8.2542305e-5,0.17146315,0.27218592
HUMAN,O00623,0.072883606,19.12371,6.3109274,3,8.2542305e-5,0.347786,0.47118136
HUMAN,O00625,-0.08664131,23.393328,2.2038026,3,8.2542305e-5,0.009295567,0.02178891
HUMAN,O00629,-0.065244675,24.067085,7.0311203,3,8.2542305e-5,0.32883546,0.4510747
HUMAN,O00635,-0.24313545,20.146807,9.293859,3,8.2542305e-5,0.023101585,0.049755357
HUMAN,O00712,0.04668045,22.53035,5.575316,3,8.2542305e-5,0.38357267,0.5062036
HUMAN,O00716,-0.40123177,20.614712,21.04194,3,0.00039274213,0.119312026,0.20229931
HUMAN,O00743,-0.001461029,23.211708,2.4750352,3,8.2542305e-5,0.95660067,0.97042483
HUMAN,O00748,0.08047104,18.528215,17.209942,3,8.2542305e-5,0.57818025,0.6850783
HUMAN,O00750,-0.015850067,20.802225,9.110868,3,8.2542305e-5,0.8504307,0.9011632
HUMAN,O00754,-0.11718559,20.674427,3.4383435,3,8.2542305e-5,0.033068538,0.068356365
HUMAN,O00762,0.048131943,19.639904,4.825918,3,8.2542305e-5,0.2739496,0.39292794
HUMAN,O00764,-0.13369751,24.039545,3.168461,3,8.2542305e-5,0.012241967,0.02806865
HUMAN,O00767,-0.018310547,23.938938,2.5004804,3,8.2542305e-5,0.4574255,0.5782594
HUMAN,O14495,0.49434376,14.907422,29.942816,3,0.0008435583,0.15339741,0.2485944
HUMAN,O14497,0.03909874,21.831236,3.397803,3,8.2542305e-5,0.2337218,0.34676296
HUMAN,O14503,-0.08888817,16.772886,29.437763,3,0.0017564403,0.7264973,0.8080074
HUMAN,O14513,-0.08861351,19.438118,40.28806,3,8.2542305e-5,0.7987773,0.8634355
HUMAN,O14519,0.018655777,21.53309,6.517338,3,8.2542305e-5,0.7438584,0.82141453
HUMAN,O14521,-0.060483932,23.306839,2.8408985,3,8.2542305e-5,0.09750362,0.1710386
HUMAN,O14523,0.061662674,20.399822,4.8951855,3,8.2542305e-5,0.2982623,0.41918507
HUMAN,O14524,0.1656704,21.802197,8.154464,3,8.2542305e-5,0.091319256,0.1620739
HUMAN,O14530,-0.025915146,21.554249,2.6931448,3,8.2542305e-5,0.31334928,0.4346214
HUMAN,O14544,0.085645676,20.280031,27.169384,3,0.00016152479,0.7673591,0.8390015
HUMAN,O14545,-0.021884918,20.489199,2.062432,3,8.2542305e-5,0.33752295,0.46042845
HUMAN,O14548,0.053434372,23.716051,3.587416,3,8.2542305e-5,0.16666862,0.2658934
HUMAN,O14561,-0.13178062,25.22385,4.6247835,3,8.2542305e-5,0.028099582,0.059179198
HUMAN,O14562,-0.034311295,24.061687,4.8974385,3,8.2542305e-5,0.52531016,0.6391812
HUMAN,O14578,-0.014884949,22.615011,5.234337,3,8.2542305e-5,0.77595764,0.8459515
HUMAN,O14579,-0.17359352,23.672176,2.6166108,3,8.2542305e-5,0.0022927593,0.0058279526
HUMAN,O14593,-0.46465874,23.495987,11.721058,3,0.00016152479,0.00731817,0.017421054
HUMAN,O14613,-0.30225945,19.800861,10.380907,3,8.2542305e-5,0.025870003,0.055118125
HUMAN,O14617,-0.10448265,25.010916,2.0238504,3,8.2542305e-5,0.0026231697,0.0066301343
HUMAN,O14618,-0.0456028,23.931923,3.4661744,3,8.2542305e-5,0.25952375,0.37739247
HUMAN,O14628,0.028577805,17.028467,19.548328,3,8.2542305e-5,0.867539,0.9123764
HUMAN,O14639,-0.024030685,21.48949,5.9855056,3,8.2542305e-5,0.64964366,0.74535334
HUMAN,O14640,0.13642883,19.665884,24.865595,3,8.2542305e-5,0.5464505,0.658139
HUMAN,O14641,0.0066833496,21.158754,8.738356,3,8.2542305e-5,0.9356068,0.957413
HUMAN,O14646,-0.05145645,22.106192,2.2448707,3,8.2542305e-5,0.0484029,0.09490364
HUMAN,O14647,-0.0238266,23.808626,4.7946577,3,8.2542305e-5,0.6528284,0.7481255
HUMAN,O14653,-0.19760895,20.941137,5.873047,3,8.2542305e-5,0.022055581,0.047740962
HUMAN,O14656,-0.08987045,22.730309,1.9126247,3,8.2542305e-5,0.0055272356,0.013384646
HUMAN,O14657,-0.0032100677,22.56449,2.6303842,3,8.2542305e-5,0.9112062,0.9408966
HUMAN,O14662,-0.22617531,20.986233,5.6976075,3,8.2542305e-5,0.010263746,0.023923641
HUMAN,O14672,-0.015983582,21.54077,2.755221,3,8.2542305e-5,0.60207117,0.70528835
HUMAN,O14678,0.12241173,19.875416,8.893989,3,8.2542305e-5,0.18101694,0.2840653
HUMAN,O14681,0.095329285,23.08176,5.541328,3,8.2542305e-5,0.11333916,0.19421493
HUMAN,O14684,0.089609146,24.710936,5.057543,3,8.2542305e-5,0.08214796,0.14854793
HUMAN,O14686,-0.14543533,24.433765,8.891865,3,8.2542305e-5,0.1380499,0.22823696
HUMAN,O14713,-0.041088104,16.352388,24.419249,3,0.00060505216,0.8533477,0.9028497
HUMAN,O14715,-0.013046265,22.349134,16.06726,3,8.2542305e-5,0.9248599,0.95044327
HUMAN,O14727,0.09167862,21.776772,5.5397344,3,8.2542305e-5,0.17473128,0.27624795
HUMAN,O14730,-0.048192978,22.098331,4.4176106,3,8.2542305e-5,0.25474498,0.37201908
HUMAN,O14732,-0.13702583,22.892237,6.0392447,3,8.2542305e-5,0.057408895,0.10986972
HUMAN,O14733,-0.07060051,21.893301,2.4493692,3,8.2542305e-5,0.044178147,0.08777472
HUMAN,O14734,-0.028223038,23.243473,2.8281472,3,8.2542305e-5,0.3442118,0.46733534
HUMAN,O14735,0.022964478,23.395481,7.783771,3,8.2542305e-5,0.7363665,0.8158276
HUMAN,O14737,0.31238937,24.456907,2.1811259,3,8.2542305e-5,0.00017333668,0.0005103309
HUMAN,O14744,-0.018903732,24.535532,2.130461,3,8.2542305e-5,0.4009579,0.5242601
HUMAN,O14745,0.09993553,24.214758,1.9355298,3,8.2542305e-5,0.007010201,0.016750677
HUMAN,O14757,-0.0807209,22.446217,13.096106,3,8.2542305e-5,0.5108383,0.6269427
HUMAN,O14763,0.09543991,20.365015,3.1091805,3,8.2542305e-5,0.020549236,0.04485023
HUMAN,O14772,-0.030284882,21.551453,3.0300167,3,8.2542305e-5,0.37844723,0.5015776
HUMAN,O14773,-0.12906265,24.530565,3.2014096,3,8.2542305e-5,0.016402109,0.036639974
HUMAN,O14775,-0.3010502,16.486633,21.984072,3,0.00046047583,0.20277539,0.30944264
HUMAN,O14776,-0.048431396,23.500486,1.6275723,3,8.2542305e-5,0.027661275,0.058378298
HUMAN,O14777,0.01615715,22.262983,7.838776,3,8.2542305e-5,0.80502605,0.8682523
HUMAN,O14786,-0.16542053,17.50876,9.90975,3,8.2542305e-5,0.11134447,0.19164264
HUMAN,O14787,-0.18084908,22.86669,3.676872,3,8.2542305e-5,0.0041556293,0.010254459
HUMAN,O14795,0.0031032562,24.322523,1.7069665,3,8.2542305e-5,0.8393239,0.8924862
HUMAN,O14802,-0.06825638,23.025911,1.2890311,3,8.2542305e-5,0.0026337698,0.006653461
HUMAN,O14817,-0.22604942,21.077734,14.379699,3,8.2542305e-5,0.21094629,0.31914037
HUMAN,O14818,-0.031564713,25.954493,2.1204028,3,8.2542305e-5,0.22727518,0.33890584
HUMAN,O14828,-0.013511658,24.136267,1.8768537,3,8.2542305e-5,0.5064899,0.623698
HUMAN,O14832,0.21684837,20.211432,14.82789,3,8.2542305e-5,0.16544065,0.26432848
HUMAN,O14841,-0.19706535,22.594507,13.372596,3,8.2542305e-5,0.147447,0.24064276
HUMAN,O14867,-0.10182762,21.02429,9.531537,3,8.2542305e-5,0.27615452,0.39535776
HUMAN,O14874,0.072675705,21.046684,7.3420367,3,8.2542305e-5,0.29504532,0.4155345
HUMAN,O14879,0.040203094,20.34231,5.4979887,3,8.2542305e-5,0.4901247,0.6086358
HUMAN,O14880,-0.20388603,24.60437,5.291387,3,8.2542305e-5,0.012144519,0.027881896
HUMAN,O14893,-0.04425621,21.529882,6.639752,3,8.2542305e-5,0.54617095,0.65793353
HUMAN,O14907,-0.12075424,22.428059,6.732005,3,8.2542305e-5,0.1682239,0.26799518
HUMAN,O14908,0.04076767,22.315153,1.7663292,3,8.2542305e-5,0.08101686,0.14692064
HUMAN,O14917,0.099328995,22.741251,16.841866,3,8.2542305e-5,0.50569147,0.6229571
HUMAN,O14920,0.03778076,21.578268,4.8242006,3,8.2542305e-5,0.4127782,0.5353834
HUMAN,O14925,0.12774277,22.949608,4.957113,3,8.2542305e-5,0.029346563,0.061512288
HUMAN,O14929,0.011184692,24.096462,4.53806,3,8.2542305e-5,0.80908453,0.8713662
HUMAN,O14936,0.025915146,22.09251,5.1531353,3,8.2542305e-5,0.6280803,0.72749823
HUMAN,O14949,0.015741348,24.016256,3.2583473,3,8.2542305e-5,0.5884101,0.6946111
HUMAN,O14950;P19105,-0.08094025,24.992847,4.369583,3,8.2542305e-5,0.13849458,0.22881548
HUMAN,O14964,-0.027072906,22.66175,3.0681481,3,8.2542305e-5,0.43194038,0.5540474
HUMAN,O14965,-0.13798714,21.554434,5.1554227,3,8.2542305e-5,0.037428513,0.076041035
HUMAN,O14966,0.08573341,20.188534,6.3567457,3,8.2542305e-5,0.24912564,0.3651746
HUMAN,O14967,0.16844559,21.597614,16.849794,3,0.00016152479,0.32987148,0.45190847
HUMAN,O14972,-0.14958382,22.267252,4.5556674,3,8.2542305e-5,0.014839688,0.033378374
HUMAN,O14974,0.02938652,22.565536,2.9413304,3,8.2542305e-5,0.27833122,0.39755958
HUMAN,O14975,-0.045833588,24.691132,2.8181674,3,8.2542305e-5,0.10794176,0.18663739
HUMAN,O14976,0.06517029,22.179783,2.4189086,3,8.2542305e-5,0.059516188,0.11320122
HUMAN,O14979,-0.000118255615,26.88541,2.6212614,3,8.2542305e-5,0.99621725,0.9973221
HUMAN,O14980,-0.061555862,25.072388,1.1895146,3,8.2542305e-5,0.0035127362,0.008734098
HUMAN,O14981,-0.06900215,23.31926,2.8116722,3,8.2542305e-5,0.037660193,0.07643455
HUMAN,O15013,-0.043218613,21.525043,10.3755665,3,8.2542305e-5,0.6412776,0.7384631
HUMAN,O15014,0.050756454,23.205057,3.8803906,3,8.2542305e-5,0.22390004,0.3347411
HUMAN,O15015,0.061668396,19.351706,2.5796328,3,8.2542305e-5,0.06946896,0.12906112
HUMAN,O15020,-0.042654037,23.904655,1.6975441,3,8.2542305e-5,0.048771974,0.09545677
HUMAN,O15027,-0.08003807,23.023893,2.289481,3,8.2542305e-5,0.022981036,0.04953972
HUMAN,O15031,-0.0524292,24.162125,3.3839066,3,8.2542305e-5,0.12846704,0.21522284
HUMAN,O15037,-0.043325424,21.317,5.410516,3,8.2542305e-5,0.3708263,0.49468687
HUMAN,O15040,-0.22308731,19.74613,6.5328517,3,8.2542305e-5,0.015788358,0.035380222
HUMAN,O15042,-0.066093445,24.49424,4.4983144,3,8.2542305e-5,0.14725626,0.24039644
HUMAN,O15047,0.02675438,23.575947,5.721182,3,8.2542305e-5,0.6171129,0.7182399
HUMAN,O15050,0.03340149,19.642714,25.34429,3,8.2542305e-5,0.87674963,0.9179387
HUMAN,O15056,-0.12790489,20.38734,3.4853415,3,8.2542305e-5,0.020587992,0.044910464
HUMAN,O15061,-0.0061016083,21.555634,2.5617595,3,8.2542305e-5,0.82119954,0.8801743
HUMAN,O15062,0.11569786,20.67412,7.504196,3,8.2542305e-5,0.17499532,0.27655673
HUMAN,O15063,-0.10842705,17.477436,23.746677,3,8.2542305e-5,0.62255317,0.72282976
HUMAN,O15066,-0.031381607,21.043417,7.8900375,3,8.2542305e-5,0.6423427,0.73949414
HUMAN,O15067,-0.093343735,24.242756,1.4841408,3,8.2542305e-5,0.0018461175,0.0047506443
HUMAN,O15084,-0.10745239,22.049269,1.7198972,3,8.2542305e-5,0.002145093,0.0054779723
HUMAN,O15085,-0.04602623,20.792099,7.8749905,3,8.2542305e-5,0.5620961,0.67188877
