Species,ProteinGroup,log2_diff,log2_mean,max_cv,min_n,max_qval,p_value,p_adj
HUMAN,Q9Y6M9,-0.5125084,22.803148,4.834264,3,8.336807e-5,0.00060874765,0.0014668953
HUMAN,Q9Y6N1,-0.15030861,20.917927,7.833653,3,8.336807e-5,0.12213451,0.14352342
HUMAN,Q9Y6N5,-0.12688637,23.359766,2.1874595,3,8.336807e-5,0.0018949232,0.0035900357
HUMAN,Q9Y6N7,-0.19412804,22.41424,5.609408,3,8.336807e-5,0.015158055,0.021355225
HUMAN,Q9Y6P5,0.17308617,17.319302,26.279245,3,0.0011900335,0.4322947,0.46456927
HUMAN,Q9Y6Q3,-0.69696045,17.342798,25.01796,3,0.0014084507,0.01021715,0.015052779
HUMAN,Q9Y6Q9,-0.0029010773,22.998617,3.8782175,3,8.336807e-5,0.93471813,0.9413701
HUMAN,Q9Y6R0,0.15467644,16.64283,13.964084,3,8.336807e-5,0.28641325,0.31657526
HUMAN,Q9Y6R4,-0.08308029,20.193075,22.122478,3,8.336807e-5,0.721224,0.74372166
HUMAN,Q9Y6V7,-0.31702614,21.250065,3.1897936,3,8.336807e-5,0.0003608092,0.000987053
HUMAN,Q9Y6W3,-0.3195572,26.834515,4.216185,3,8.336807e-5,0.0007293211,0.0016777716
HUMAN,Q9Y6W5,-0.20122147,23.288067,5.480858,3,8.336807e-5,0.020646986,0.0281743
HUMAN,Q9Y6X3,-0.35019493,21.959356,7.7678504,3,8.336807e-5,0.008424665,0.012738134
HUMAN,Q9Y6X8,-0.052181244,21.977486,8.115873,3,8.336807e-5,0.5685836,0.5977722
HUMAN,Q9Y6X9,-0.12277794,21.295612,2.798974,3,8.336807e-5,0.008902239,0.0133696925
HUMAN,Q9Y6Y0,-0.17516518,19.096428,17.527523,3,8.336807e-5,0.36410737,0.39561182
HUMAN,Q9Y6Y8,-0.28331757,24.636782,3.1380646,3,8.336807e-5,0.0008336239,0.0018609524
HUMAN,Q9Y6Z7,-0.5071087,20.644953,6.0819306,3,8.336807e-5,0.0008598406,0.0019067551
YEAST,D6VTK4,-0.39529037,20.262262,16.541674,3,8.336807e-5,0.027601385,0.036605187
YEAST,O13297,-0.618454,23.158407,6.8047214,3,8.336807e-5,0.0006657232,0.0015678353
YEAST,O13329,-0.69060516,22.347536,13.751512,3,8.336807e-5,0.0021355557,0.0039583994
YEAST,O13516,-0.770174,28.4295,3.8452623,3,8.336807e-5,2.903346e-5,0.00019339466
YEAST,O13525,-1.2988987,19.647045,12.699838,3,0.00016118633,0.0001354993,0.00049900985
YEAST,O13539,-0.45046616,20.926855,8.458876,3,8.336807e-5,0.005487891,0.0087821195
YEAST,O13563,-0.66256523,24.209858,3.3520715,3,8.336807e-5,2.7663762e-5,0.0001887983
YEAST,O13577,-0.45085907,16.534506,39.49992,3,0.0015373353,0.286721,0.3168122
