Species,ProteinGroup,log2_diff,log2_mean,max_cv,min_n,max_qval,p_value,p_adj
HUMAN,O14841,-0.10568333,11.1021805,8.355133,3,0.00013659336,0.2695075,0.57251346
HUMAN,O14874,-0.26312447,10.010241,17.609468,3,0.00013659336,0.16648537,0.43576792
HUMAN,O14880,-0.2860527,8.295319,10.07103,3,0.00013659336,0.036949765,0.121114105
HUMAN,O14893,-0.11426735,9.041072,33.487915,3,0.00013659336,0.70267296,0.8099894
HUMAN,O14908,-0.16553783,10.076905,9.262651,3,0.00013659336,0.12532851,0.3519984
HUMAN,O14920,0.024963379,8.734995,34.95028,3,0.00013659336,0.93072504,0.95957214
HUMAN,O14925,-0.11735344,9.446637,16.595947,3,0.00013659336,0.5139577,0.70218885
HUMAN,O14929,-0.07582855,11.136403,10.840884,3,0.00013659336,0.4910765,0.6923045
HUMAN,O14949,-0.15509892,8.918478,18.717594,3,0.00013659336,0.4282609,0.66356736
HUMAN,O14950;P19105,-0.07257843,10.982509,7.024578,3,0.00013659336,0.3832127,0.6396323
HUMAN,O14964,-0.030254364,9.335118,7.1479063,3,0.00013659336,0.6556142,0.78139436
HUMAN,O14965,-0.20346928,10.688327,13.46382,3,0.00013659336,0.1938589,0.48285475
HUMAN,O14972,-0.13644457,8.065719,33.78593,3,0.00013659336,0.6441569,0.77508223
HUMAN,O14974,-0.02408886,10.45409,8.245214,3,0.00013659336,0.74360853,0.8392717
HUMAN,O14976,-0.1252718,11.078049,8.374124,3,0.00013659336,0.14331158,0.39106634
HUMAN,O14979,-0.057673454,13.437265,4.733272,3,0.00013659336,0.3092989,0.6010896
HUMAN,O14980,-0.0967741,11.243577,9.043509,3,0.00013659336,0.31767476,0.6075363
HUMAN,O14981,-0.057113647,9.181748,7.8366923,3,0.00013659336,0.53292745,0.7124537
HUMAN,O15014,-0.09698391,8.151472,17.919971,3,0.00013659336,0.5933855,0.744919
HUMAN,O15020,-0.17761707,9.717101,18.124443,3,0.00013659336,0.3436936,0.6196688
HUMAN,O15027,-0.10628891,9.9929285,11.400696,3,0.00013659336,0.32519934,0.6087317
HUMAN,O15042,-0.06578541,11.446808,6.7920103,3,0.00013659336,0.35881191,0.6273219
HUMAN,O15047,-0.06168747,9.712034,17.90552,3,0.00013659336,0.6935816,0.8049971
HUMAN,O15067,-0.1089077,12.812832,11.020089,3,0.00013659336,0.37198776,0.63334763
HUMAN,O15084,-0.14788818,9.817991,11.8905115,3,0.00013659336,0.23298022,0.5329736
HUMAN,O15091,-0.12403965,7.6941557,23.026752,3,0.00013659336,0.55657935,0.7247712
HUMAN,O15111,-0.09310913,8.403908,18.085594,3,0.00013659336,0.5534721,0.7235143
HUMAN,O15116,-0.15105343,8.802451,11.4392,3,0.00013659336,0.19648434,0.4867778
HUMAN,O15117,-0.25750923,7.5874586,27.174429,3,0.00013659336,0.32691845,0.6101873
HUMAN,O15127,-0.033896446,9.0531,10.257411,3,0.00013659336,0.7470365,0.8413275
HUMAN,O15143,0.016684532,10.041778,10.359846,3,0.00013659336,0.85729414,0.9140752
HUMAN,O15144,-0.09287548,10.591718,8.262684,3,0.00013659336,0.28191826,0.5838241
HUMAN,O15145,-0.068573,10.223359,8.447337,3,0.00013659336,0.4187183,0.6577375
HUMAN,O15160,-0.027968407,10.753318,7.6454177,3,0.00013659336,0.74553436,0.84060913
HUMAN,O15164,-0.07491875,9.583639,12.459809,3,0.00013659336,0.56090295,0.7270806
HUMAN,O15173,-0.068686485,9.39303,7.1980247,3,0.00013659336,0.27698803,0.5790416
HUMAN,O15182,-0.09499884,7.5712166,13.626972,3,0.00013659336,0.47788042,0.6870982
HUMAN,O15212,-0.059109688,11.3202505,7.08473,3,0.00013659336,0.4806738,0.6878217
HUMAN,O15213,-0.061336517,9.192314,11.487673,3,0.00013659336,0.6329835,0.76856637
HUMAN,O15228,-0.13514996,10.361975,14.864046,3,0.00013659336,0.30173808,0.59594804
HUMAN,O15234,0.17216873,6.024314,15.944605,3,0.00013659336,0.36008096,0.62786424
HUMAN,O15235,-0.22239923,7.9762306,15.885821,3,0.00013659336,0.19138466,0.48013008
HUMAN,O15247,-0.050240517,10.296058,7.5352015,3,0.00013659336,0.5658529,0.7292679
HUMAN,O15258,-0.2592802,9.768121,20.669628,3,0.00038451678,0.24258946,0.5443471
HUMAN,O15269,-0.03967285,10.43167,7.9856057,3,0.00013659336,0.5794889,0.73590004
HUMAN,O15270,-0.14121056,8.5179405,8.966884,3,0.00013659336,0.10699777,0.30905423
HUMAN,O15294,-0.11797905,12.640923,9.091482,3,0.00013659336,0.27465582,0.5775753
HUMAN,O15305,-0.07537937,9.593816,10.493678,3,0.00013659336,0.4768831,0.6870083
HUMAN,O15318,-0.18299961,9.76863,19.862469,3,0.00013659336,0.4037024,0.6495878
HUMAN,O15347,-0.07612991,10.927574,9.97383,3,0.00013659336,0.40102005,0.6477211
HUMAN,O15355,-0.050117493,11.396212,7.3539944,3,0.00013659336,0.51128364,0.7005069
HUMAN,O15357,-0.10572624,9.467706,13.399674,3,0.00013659336,0.397577,0.6466677
HUMAN,O15371,-0.12442398,10.37948,9.171857,3,0.00013659336,0.26912537,0.5721303
HUMAN,O15372,-0.13508034,10.937612,11.419212,3,0.00013659336,0.29644486,0.59326196
HUMAN,O15379,-0.17844677,9.010391,17.220774,3,0.00013659336,0.3211989,0.6078131
HUMAN,O15381,-0.070430756,11.643378,12.081086,3,0.00013659336,0.57799804,0.7349665
HUMAN,O15382,-0.029481888,10.308326,10.731056,3,0.00013659336,0.784675,0.8656729
HUMAN,O15392,-0.35803318,7.437165,26.604548,3,0.00013659336,0.21515381,0.5128037
HUMAN,O15397,-0.055534363,10.291924,8.871052,3,0.00013659336,0.54406494,0.71880347
HUMAN,O15400,-0.23030949,9.851457,7.3089423,3,0.00013659336,0.044046734,0.14171557
HUMAN,O15439,-0.08138275,8.4206295,8.487622,3,0.00013659336,0.39362317,0.64374286
HUMAN,O15446,0.051355362,9.120308,7.138679,3,0.00013659336,0.40934923,0.6529638
HUMAN,O15479,-0.068294525,11.616345,11.8014555,3,0.00013659336,0.5928542,0.74454004
HUMAN,O15498,-0.17196846,8.875431,23.87028,3,0.00013659336,0.51681596,0.704458
HUMAN,O15504,-0.15398502,8.950893,6.8398232,3,0.00013659336,0.067524545,0.20810643
HUMAN,O15511,-0.16858006,9.611582,11.496986,3,0.00013659336,0.2323646,0.5318888
HUMAN,O15514,-0.18988895,9.830546,12.522186,3,0.00013659336,0.14786367,0.39994273
HUMAN,O15525,-0.081282616,8.396959,7.070838,3,0.00013659336,0.24399194,0.5459383
HUMAN,O15530,-0.20277119,9.025658,17.313898,3,0.00013659336,0.2679186,0.57160443
HUMAN,O15541,0.053504944,9.141593,9.874545,3,0.00013659336,0.6214174,0.7623623
HUMAN,O15550,-0.17616844,10.184243,21.391771,3,0.00013659336,0.38921162,0.64238244
HUMAN,O43143,-0.04877758,11.270196,8.041587,3,0.00013659336,0.56942,0.73148197
HUMAN,O43148,-0.02330494,11.302972,10.454242,3,0.00013659336,0.82660514,0.8935547
HUMAN,O43156,-0.046162605,10.142803,17.76171,3,0.00013659336,0.7909747,0.86924225
HUMAN,O43159,-0.038261414,9.178784,11.117187,3,0.00013659336,0.7588089,0.84827113
HUMAN,O43164,-0.2550869,7.972556,19.790552,3,0.00013659336,0.2747046,0.5775753
HUMAN,O43169,-0.10262108,9.18303,4.7480845,3,0.00013659336,0.097599715,0.28689933
HUMAN,O43172,-0.07447243,10.639936,9.814275,3,0.00013659336,0.45071602,0.6735019
HUMAN,O43175,-0.06159115,11.242989,5.89825,3,0.00013659336,0.37839746,0.63797176
HUMAN,O43181,-0.023599625,9.976447,13.289696,3,0.00013659336,0.8550184,0.9125009
HUMAN,O43182,-0.13087845,10.423333,11.069085,3,0.00013659336,0.24972363,0.55196065
HUMAN,O43237,0.115496635,10.58218,16.701422,3,0.00013659336,0.45450777,0.67575645
HUMAN,O43242,-0.08348751,11.10951,7.5436964,3,0.00013659336,0.32856375,0.6105226
HUMAN,O43251;Q9NWB1,-0.1558547,7.8773384,29.940836,3,0.00013659336,0.6035617,0.75202197
HUMAN,O43252,-0.025003433,11.64823,6.021096,3,0.00013659336,0.66068125,0.78509635
HUMAN,O43264,-0.09999466,11.335043,7.658224,3,0.00013659336,0.2785037,0.5801876
HUMAN,O43290,-0.08147621,10.399417,10.593547,3,0.00013659336,0.42548087,0.66270345
HUMAN,O43314,-0.1241312,8.886434,11.574527,3,0.00013659336,0.28053138,0.58334076
HUMAN,O43318,-0.1178484,8.908199,11.724014,3,0.00013659336,0.30947536,0.6010896
HUMAN,O43324,-0.05217457,10.497401,13.156055,3,0.00013659336,0.66408473,0.7864131
